PointID,Region_0,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9
12,65695.3726458132,34537.8405890710,92.7060842498,36577.8938788845,25760.6468052156,24865.3795580624,55603.0745422775,8794.8770492854,32570.6243992002,10462.2567663066
13,40589.2275273067,37575.7224941061,7560.6949539756,17338.6216691105,10557.3939686205,19825.5617946253,30222.4116996751,361.2277010008,22786.8776446468,8264.8015740676
14,50843.4898185552,37453.6790360845,396.7333919103,26504.9644157862,12079.2983329620,21982.3598984881,41541.0887116308,271.9351065926,27760.0112463814,1347.2360057673
15,48974.7987541133,37958.3596511238,959.0111229981,25297.8027783303,10710.4484463790,21879.1208395271,39726.0823903350,834.2128376805,27279.0326582983,1083.8360355615
16,47612.5385824273,40820.2965480784,1800.8592688700,26861.2840687867,8154.2503232845,24529.6006110528,39338.0066849651,368.7612264741,29663.3290875632,340.0945099439
17,41132.2295541818,43659.7555466249,7586.5731821432,24248.3439305430,3972.8474863138,25835.7926941800,33455.5463548781,1589.3896366994,29543.6605615249,2923.1880965271
18,43449.4550058420,43665.7307747646,5824.2972792854,26204.6687712820,4175.0235403649,26423.5012850980,35995.4766651988,1555.7085192622,30695.4121456521,916.1006562239
19,42837.0397713237,46565.9672158517,8049.4996946089,28636.2796963940,2022.7392729711,29366.6632282119,36500.2867549952,3978.0721485264,33556.8807084024,117.0479228068
20,43049.7739471876,46599.6319129389,7990.9145205409,28828.9597110317,2170.1949307378,29451.7924112264,36735.4526779816,4054.6690002389,33686.2526425470,64.9848332107
21,41403.7804019449,46832.6687298419,8904.6596099046,27821.7041342918,994.0052321743,29321.9694680408,35099.2870990182,4021.8318618755,33211.0804952816,1064.8814127949
22,44121.6780422925,50539.0241011785,10918.1708842937,33286.1431782206,3014.4339013380,33774.8105900626,39282.3931667667,8219.7856147418,38194.7299349651,60.1745435876
23,40133.8408447179,51161.0636318408,12769.0657074968,31210.0342939127,93.2959944292,33599.8088300547,35505.3839916382,7962.7495963432,37279.5979014420,1708.9512832925
24,3320.4970488001,64248.1474930568,46323.6121296116,32025.4058536487,26886.6267459284,48127.5861667147,541.7400273496,38138.6261729212,44223.2714604451,42070.2973419316
25,49707.7126082293,55202.8132248662,13512.2805928475,40758.5991466035,9421.6035389710,39621.3598094648,46185.3081680152,14924.9572809435,44756.8437385720,984.0025732643
26,71.8529230879,71552.3447488797,52644.8447415174,39339.9208867366,31210.9961362017,55423.1839190280,177.0486566480,44301.6061358110,51491.4564681770,47132.0352159349
27,6581.5035365140,79250.9904538583,63988.2478326383,47316.9474841723,43375.1432143826,63630.3895500050,5496.0490926900,55792.7615736284,58852.6394220095,59207.7329035591
28,104.2523871291,71889.6086645482,52120.6211291675,39710.8012923644,30187.2804707340,55681.4224242906,13.6346463904,43729.9680212549,51931.2668256757,46229.3295987916
29,44.5331922046,72014.6235977939,52292.1689591318,39832.3244517325,30364.0375289373,55811.9900745355,47.8785443902,43902.6055560831,52047.4945236443,46406.8794668220
30,205.2891435599,72667.2827102354,52574.7703037856,40503.5863018195,30360.9400219688,56437.1738864792,785.8038336980,44162.2870681990,52737.2909625545,46475.2870107578
31,25681.2798097212,62722.1715998053,29144.2283482432,36181.7400492052,3242.5279903497,45150.4883493054,23574.9859367454,21661.7303638072,46185.0506322918,18479.2374945789
32,21033.1892680996,65800.0277039747,34013.5226964249,37914.3754564614,7553.9413123003,48499.7646454070,19598.7728957673,26068.7453737814,48749.8839454731,23649.7474464642
33,19268.0172309250,66325.7743036269,35368.8143477835,37993.4724061338,8896.1357286315,49153.3188556124,17980.4198591780,27227.6249913979,49098.3080711324,25210.8263370102
34,83631.6800800768,11.2275369767,23812.7479352899,33679.1544144791,57376.5070245305,2052.5955634852,65765.5101038465,29974.1507059686,17733.5885536316,46582.7181245067
35,68580.1821578811,534.5581652239,26643.5913288051,16024.3341075556,51089.7556425395,76.7586958054,48887.1268615118,26189.0986294081,896.0715242180,44012.7686451047
36,72704.3293175657,2901.5164749304,22431.7627732707,21562.0984763491,50852.0932169756,124.1264424597,54058.0096505961,24403.2439128205,5932.8276519348,42476.8222289466
37,71440.2566670970,4243.1324164476,14165.2720510392,24106.8179517759,44944.0057173677,1492.3108644842,54584.0963817935,17782.3250351374,10163.1430368423,35114.0738981983
38,53717.2323558841,13893.0018962123,28400.3075387522,1328.7355333239,41797.5633914809,4131.9299764494,33506.1475019183,24005.0694619175,882.6349976594,38868.0442967565
39,51787.2458336554,16278.0727751589,29885.5117421708,4046.3411011024,41507.0548719324,6010.2628292355,31245.9429429356,25335.3072159982,1286.3744498076,39457.0829162045
40,47732.8676269372,18948.4788647826,23663.9264111328,293.6983908755,34279.9951638755,4911.9859948518,29023.5182615955,18553.5373468735,2085.5282108559,32083.7189213351
41,72462.3850782696,23596.7274316596,2574.8671718958,35525.5330008348,35404.2800720531,18446.4655713851,59474.5658184261,11985.1514246444,26829.0549871138,21231.4286319340
42,60068.0648800694,22727.6343698501,1074.4206702827,23211.6048528438,26441.9378448882,10609.7039281646,46748.6164060703,5552.8641149244,18104.1673198702,15642.8630877224
43,36429.3400114304,30204.9648151002,27695.2337338058,17.1230436423,28968.9867102040,15025.4418643497,18081.3950252832,19280.7601094266,10153.0051058142,31518.5279130765
44,36111.7202132455,30525.5788661458,27820.4670645083,3.8692654364,28864.8520286601,15333.8237085977,17778.6673814196,19380.7813692652,10461.4308175412,31560.3271747202
45,35946.3582337180,30698.7309744505,27954.0032899963,116.6966247468,28870.7663802193,15514.7969822306,17593.2977330194,19501.5979969779,10619.8372787201,31652.0344657824
46,35936.7588534364,30682.4439494964,27651.9440895586,72.5556366146,28598.3405932759,15434.5118361401,17711.8147400185,19198.8062888402,10644.0417132864,31340.0799118075
47,35581.6647838792,31030.0949144972,27659.3342962518,55.4037059609,28363.0383971993,15741.9154393377,17434.0529008700,19179.7427816608,10997.3548314055,31250.0061283946
48,69732.5968905914,28254.6159523587,224.4024080189,35868.4286204525,31289.4855759110,21134.4573103371,57910.4370843662,9946.1491280254,29194.9411606230,16578.7033982202
49,49326.5077954857,28452.2724059819,4959.9475861251,15596.2011931374,19334.9639106395,11052.8999223736,36418.3354978109,468.5665143068,16085.8986735817,12442.3499431031
50,49919.7879028056,28749.0672547526,3987.3399626115,16666.8784776063,18974.4636717258,11655.9866511161,37224.2053628700,237.2380902798,16934.0974681513,11595.6096998812
51,49014.6684776018,29202.5549922077,4479.8351379547,16007.7047155113,18595.3703283478,11771.4759272307,36320.2072103908,74.0300240332,16762.4012914710,11722.0321889056
52,17864.7152177775,58713.2563021206,53078.1398510773,27625.4050211751,41001.1307774612,44303.7271166370,322.5450028548,44370.2654616141,38554.1298253474,52774.4819134190
53,46903.6686961507,40756.4267195795,2127.7265129686,26194.0046812674,7794.7575893782,24247.2670507807,38558.7585563118,1312.0188542823,29231.7486399671,657.9757785906
54,47591.7898708601,42352.7711550837,3076.2062799050,28296.2203617560,7355.7385210791,26152.0692715444,39879.2568319564,1666.0685437071,31282.7441607165,337.6140880669
55,41141.5442958241,46948.4747811214,9117.6759428634,27741.0679720336,800.6067503056,29386.6883418125,34868.8327042247,4105.7478062595,33220.8192154030,1284.2217462754
56,41012.5338859255,48592.2141387122,10359.8615753616,29299.8371939660,430.7793767415,31095.9806349996,35397.2901474569,5601.9873929426,34931.5386235112,760.7383691002
57,34882.9723955920,51996.7113387287,16124.9293553473,29149.3953866760,33.5647982799,34141.5963558631,30659.7928681682,9422.8084293477,36753.7519142967,6425.4357519829
58,44520.8156262121,52397.2529778445,12278.2247165360,35205.7298935145,3706.6053216702,35744.5541760978,40323.5011174827,10172.9830980391,40197.0135349420,207.7131394834
59,29272.9122913862,57406.1847908036,23173.3019289438,32145.6269600576,11.5059485425,39699.5176590918,26449.7770283186,15817.4770755534,41307.6880543752,12912.3670537757
60,25432.6682454538,58368.8864227695,26153.9167173056,31723.7913745476,3465.5094231692,40874.2941462306,22671.1879758662,18160.7997133876,41733.8779370823,16479.9035537765
61,192.1379851401,70974.7411551577,52131.1163950976,38761.5896878750,30823.8310868649,54845.6465132037,379.3974096255,43797.4537859150,50916.9046198993,46703.7949853887
62,566.4541029982,68862.3127518592,48306.9486149975,36789.9556443964,26459.8102926605,52554.9882830923,277.1027720093,39908.3511636211,49092.0305087038,42426.6002459424
63,88.0458379860,71673.4328938960,51293.3617302100,39542.0474056982,29076.9260563134,55408.4262549661,430.9126478664,42876.6531797799,51806.2125003411,45177.5359205800
64,10.9747322572,71656.7891623374,51201.2942687641,39532.4925327254,28948.4462916117,55385.1044858048,492.1928083127,42781.4635709423,51801.1819541588,45056.5809011312
65,21184.6781213370,64151.7401330501,32670.4441530135,36299.8625798885,6211.8550524469,46862.3501914997,19367.0359682848,24613.6221208146,47100.6158909896,22541.8284099057
66,21170.0388149377,65282.6065942417,33534.4751119252,37434.0899361562,7070.8497998278,47978.2305259322,19615.3497169918,25569.4865798317,48243.0350616391,23224.4236644232
67,9207.4343912568,68553.4000469407,42140.5566449613,38071.3994284295,17323.0240483211,51926.2723464253,8835.4478951075,33643.7406973161,50117.7642947101,33783.5028961745
68,72950.0959651747,103.5643541168,35808.3026247025,20178.5694700864,59080.2657969126,7254.8328894553,51846.1096282167,35239.5979638512,7.8858680044,52992.1474232500
69,83910.5182587159,27.3267705038,24201.1887894993,33855.6317558107,57755.8693986743,2389.1600802169,65991.1554361786,30352.8774998204,17881.1251749608,46976.2931658228
70,70099.6437752006,1755.2149348038,30516.6944403662,17140.1992406719,54334.5507427826,2305.5693294183,49745.1656832702,29933.2903174543,12.1764863273,47709.6442046676
71,78801.4912253518,121.9427484397,20627.3161689099,29216.5467139082,53048.7724135906,19.7756227518,61070.3313320341,25728.8221425099,13592.2006770624,42775.0369655876
72,68461.8548729131,603.9585448941,28229.5170103150,15654.9502047071,51973.5101244603,1242.5936126286,48460.6554674462,27472.5473618935,146.1590754755,45214.9853527847
73,57370.2334967662,12125.0681647277,32397.1045863546,5357.3689739027,46681.2361392360,5275.0066975450,36366.2583992952,28150.0273566217,560.6376286409,43599.7291275006
74,49390.5456959429,17400.8831143408,25164.5298828067,54.1125827304,36608.2920842985,4560.4205966735,30117.3789309377,20527.2190515060,54.1125827304,34236.9688321286
75,52161.8202941428,16811.5009414121,15190.4629480793,7395.3415429457,31878.7351621466,10831.1910345909,35548.9225090959,10964.8566588400,3858.4839489825,26334.4841981184
76,70448.5671679235,28391.6027694333,290.1302059166,36538.2620108240,31922.9450391933,21583.3809301348,58633.0936190116,10613.0884018599,29685.8233163580,17090.6484750498
77,35556.8006464853,31039.5137022682,27432.0753207970,58.4176408579,28143.4542709919,15702.2663179093,17512.1502843286,18950.4821041665,11040.8823316349,31008.9593230497
78,66677.7903141949,35187.1831859765,702.6867473076,37765.8942365773,26568.6732646581,25862.6494369558,56712.8366818456,9846.0400467261,33610.5118231837,11011.5168400636
79,41119.9717690798,37157.6845158891,7133.5365535742,17291.4590819895,10846.4961908008,19404.1787615970,30625.8352829391,8.5144661527,22493.1394570381,8184.3982553841
80,50159.8113187754,38922.3490877911,797.2218369025,27257.0785046806,10837.3154625263,23314.3877151510,41339.6557877745,797.2218369025,28953.5305718699,1740.4091643756
81,46544.5779964786,41352.2365684666,2663.3646742870,26471.6860056503,7217.0883648794,24782.2905769875,38402.4851862293,360.7146201567,29696.5147373226,638.9852826255
82,42474.4995397897,47447.2747503703,8882.7144865913,29232.2942991577,1403.6271281413,30211.8457140190,36465.9669965032,4739.3185300055,34335.8950743311,10.1285087540
83,40021.4763252287,47836.5604355588,10292.3613452056,27811.9967426873,443.5143658986,30088.8457716643,34048.3087461044,4850.6983736525,33697.0432360767,2092.0922749586
84,7176.3411382538,61153.1883860470,47040.5561894741,29076.9405705129,30448.2223266063,45422.6262911631,241.2112684078,38933.3474013624,40833.4369483726,44634.5499732557
85,42047.9076955879,48035.0990044602,9513.6270258804,29496.7168393735,932.6833228262,30734.0919170374,36252.2930107855,5220.8445772600,34776.2035458628,197.9591007981
86,38267.4490245882,48970.9306495489,12066.4300237457,27855.6987318791,15.6128624808,31093.3786745344,32726.9431206110,6025.7872714729,34345.9446642189,3392.7695713351
87,40074.4132278496,48937.2991264142,11027.8084069307,28972.7621126698,380.7034910286,31264.1294783726,34558.2583309118,5848.2546146504,34908.2822969149,1573.7565106127
88,54727.1848183258,51863.4026422544,9976.2780366513,41238.8546269617,13727.7417159666,37564.6867984717,49908.0783810326,13782.1583293055,43489.5889261497,2118.6856137119
89,31840.3491641313,53872.8182378950,19250.2057697134,29646.7642321176,0.0312200171,36095.5483811522,28506.9240498294,11985.2613617966,38120.2527114381,9550.3394473769
90,5014.1645273643,62847.6027834751,43350.3222101560,30769.5716471352,23434.1574200805,46560.9240675100,2522.1822321614,35085.4720932883,43090.2987633120,38690.9311319924
91,38714.9754337590,54583.9841023355,16186.4174751665,33580.0882406005,693.3977660254,36867.3268371362,35401.2875178407,11167.2983220081,40276.0035704364,4483.4721364349
92,5047.0260162342,72751.8371923900,56290.3932029666,40638.6142612543,35941.3593915963,56904.8657891361,368.7665337477,48084.1643656962,52448.8313500633,51612.5842850538
93,1123.6989561352,69654.2991993418,48106.1950684905,37705.1409514283,25598.7022750871,53276.4629686262,1185.0982066654,39659.6668841067,50030.5048219889,41728.8424820242
94,2556.1773173188,75012.9248083930,53748.1742927106,42928.6535881254,30645.3804223014,58702.6525463861,3349.5597238559,45273.1583638986,55207.0198727313,46951.7355620423
95,91342.1206072371,8157.1006459239,42472.5058972676,38328.5561666623,72876.4066504620,16166.7805447606,70660.2001944605,46164.3889023343,17534.4668042522,64168.4374772767
96,73138.0570468620,24.7794140342,35806.3257029775,20354.4309479524,59199.3172799376,7242.1717565100,52044.6507663163,35294.0623306510,105.8757490235,53062.5501854815
97,78166.7143589220,3404.3425744744,29602.5977739771,25624.2103127352,58361.0564885334,4836.9254979054,58487.3585216835,31974.2367372958,7705.4325031756,50130.9328626440
98,72819.8468174778,14.8734989695,35307.8912639436,19995.6283601140,58724.6555459714,6764.2491547899,51788.5229037312,34783.0508332267,0.2968147639,52550.6371353536
99,81645.1896299191,451.5950607924,21845.6654472169,32109.2574459606,55190.6072017689,2695.6333449920,63976.6165646981,27801.6137490889,16335.0157112716,44470.4578821187
